agency_cd	site_no	datetime	tz_cd	01_00010	01_00010_cd	02_00060	02_00060_cd	09_00065	09_00065_cd	12_70969	12_70969_cd	21_63680	21_63680_cd
5s	15s	20d	6s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s
USGS	10336610	2016-03-07 21:15	PST	1.1	P	196	P	5.62	P			1.9	P
USGS	10336610	2016-03-07 21:30	PST	1.1	P	193	P	5.60	P			2.2	P
USGS	10336610	2016-03-07 21:45	PST	1.0	P	192	P	5.59	P			2.3	P
USGS	10336610	2016-03-07 22:00	PST	1	P	191	P	5.58	P	12.7	P	2.2	P
USGS	10336610	2016-03-07 22:15	PST	0.9	P	192	P	5.59	P			1.8	P
USGS	10336610	2016-03-07 22:30	PST	0.8	P	195	P	5.61	P			2.0	P
USGS	10336610	2016-03-07 22:45	PST	0.8	P	189	P	5.57	P			1.9	P
USGS	10336610	2016-03-07 23:00	PST	0.8	P	189	P	5.57	P	12.5	P	1.7	P
USGS	10336610	2016-03-07 23:15	PST	0.7	P	189	P	5.57	P			2.2	P
USGS	10336610	2016-03-07 23:30	PST	0.7	P	188	P	5.56	P			2.2	P
USGS	10336610	2016-03-07 23:45	PST	0.7	P	188	P	5.56	P			2.0	P
USGS	10336610	2016-03-08 00:00	PST	0.7	P	191	P	5.58	P	12.5	P	1.9	P
USGS	10336610	2016-03-08 00:15	PST	0.7	P	186	P	5.55	P			1.7	P
USGS	10336610	2016-03-08 00:30	PST	0.8	P	185	P	5.54	P			2.2	P
USGS	10336610	2016-03-08 00:45	PST	0.7	P	185	P	5.54	P			1.7	P
USGS	10336610	2016-03-08 01:00	PST	0.7	P	186	P	5.55	P	12.5	P	2.0	P
USGS	10336610	2016-03-08 01:15	PST	0.7	P	184	P	5.53	P			1.8	P
USGS	10336610	2016-03-08 01:30	PST	0.7	P	182	P	5.52	P			1.9	P
USGS	10336610	2016-03-08 01:45	PST	0.8	P	182	P	5.52	P			1.7	P
USGS	10336610	2016-03-08 02:00	PST	0.8	P	181	P	5.51	P	12.5	P	2.0	P
USGS	10336610	2016-03-08 02:15	PST	0.8	P	182	P	5.52	P			1.6	P
USGS	10336610	2016-03-08 02:30	PST	0.8	P	180	P	5.50	P			1.7	P
USGS	10336610	2016-03-08 02:45	PST	0.8	P	181	P	5.51	P			2.2	P
USGS	10336610	2016-03-08 03:00	PST	0.8	P	180	P	5.50	P	12.5	P	1.7	P
USGS	10336610	2016-03-08 03:15	PST	0.8	P	180	P	5.50	P			1.7	P
USGS	10336610	2016-03-08 03:30	PST	0.8	P	178	P	5.49	P			1.9	P
USGS	10336610	2016-03-08 03:45	PST	0.8	P	180	P	5.50	P			1.8	P
USGS	10336610	2016-03-08 04:00	PST	0.8	P	180	P	5.50	P	12.5	P	1.6	P
USGS	10336610	2016-03-08 04:15	PST	0.8	P	177	P	5.48	P			1.6	P
USGS	10336610	2016-03-08 04:30	PST	0.7	P	181	P	5.51	P			1.7	P
USGS	10336610	2016-03-08 04:45	PST	0.7	P	174	P	5.46	P			1.5	P
USGS	10336610	2016-03-08 05:00	PST	0.7	P	177	P	5.48	P	12.5	P	1.6	P
USGS	10336610	2016-03-08 05:15	PST	0.7	P	174	P	5.46	P			1.7	P
USGS	10336610	2016-03-08 05:30	PST	0.6	P	173	P	5.45	P			1.7	P
USGS	10336610	2016-03-08 05:45	PST	0.6	P	173	P	5.45	P			1.5	P
USGS	10336610	2016-03-08 06:00	PST	0.6	P	173	P	5.45	P	12.5	P	1.5	P
USGS	10336610	2016-03-08 06:15	PST	0.6	P	172	P	5.44	P			1.7	P
USGS	10336610	2016-03-08 06:30	PST	0.5	P	170	P	5.43	P			1.7	P
USGS	10336610	2016-03-08 06:45	PST	0.5	P	174	P	5.46	P			1.7	P
USGS	10336610	2016-03-08 07:00	PST	0.5	P	169	P	5.42	P	12.5	P	1.7	P
USGS	10336610	2016-03-08 07:15	PST	0.5	P	168	P	5.41	P			1.9	P
USGS	10336610	2016-03-08 07:30	PST	0.5	P	168	P	5.41	P			2.4	P
USGS	10336610	2016-03-08 07:45	PST	0.5	P	168	P	5.41	P			1.7	P
USGS	10336610	2016-03-08 08:00	PST	0.5	P	166	P	5.40	P	12.5	P	1.5	P
USGS	10336610	2016-03-08 08:15	PST	0.5	P	165	P	5.39	P			1.7	P
USGS	10336610	2016-03-08 08:30	PST	0.6	P	165	P	5.39	P			1.7	P
